Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19633;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;25/01/2011;26/01/2011 a 27/01/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;5;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19634;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;23/02/2011;24/02/2011 a 25/02/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;8;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19652;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;17/08/2010;18/08/2010 a 19/08/2010;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;3;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19653;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;20/09/2010;21/09/2010 a 22/09/2010;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;5;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19654;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;23/10/2010;24/10/2010 a 25/10/2010;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;3;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19655;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;14/11/2010;15/11/2010 a 16/11/2010;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;4;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19656;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;28/08/2011;29/08/2011 a 30/08/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;6;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19684;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;10/04/2011;11/04/2011 a 12/04/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;4;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;19685;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;08/05/2011;09/05/2011 a 10/05/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;4;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar/Icmbio;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.424.167;-45.055.278;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Ser�� destinado posteriormente
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174448;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;30/04/2011;01/05/2011 a 30/07/2011;13/08/2017;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;8,313;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;Reserva Biol�_gica De Santa Isabel;Brasil;SE;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-10.731.942;-36.843.331;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174456;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2012;10/05/2012 a 30/07/2012;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;2,926;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Reserva Biol�_gica De Comboios;Brasil;ES;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-19.675.556;-39.889.167;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174458;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;04/05/2013;05/05/2013 a 30/07/2013;13/08/2017;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;2,393;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;200 Km Km De Praias - Da Foz Do Rio Real At̩ Salvador;Brasil;BA;Mata De Sao Joao;Esp̩cie ṇo Sens�_vel;-12.576.667;-37.999.442;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174459;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;04/05/2013;05/05/2013 a 30/07/2013;13/08/2017;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;208;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;200 Km Km De Praias - Da Foz Do Rio Real At̩ Salvador;Brasil;BA;Mata De Sao Joao;Esp̩cie ṇo Sens�_vel;-12.576.667;-37.999.442;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174461;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;0;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Base Implantada Na Barra Da Lagoa;Brasil;SC;Florianopolis;Esp̩cie ṇo Sens�_vel;-27.596.667;-48.549.167;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174495;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;14;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Um Segmento Do Litoral A 70 Km Ao Sul De Natal;Brasil;RN;Tibau Do Sul;Esp̩cie ṇo Sens�_vel;-6.229.167;-35.048.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174497;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;139;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;Um Segmento Do Litoral A 70 Km Ao Sul De Natal;Brasil;RN;Tibau Do Sul;Esp̩cie ṇo Sens�_vel;-6.229.167;-35.048.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174500;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;4;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;120 Km De Litoral Norte Do Rio De Janeiro;Brasil;RJ;Sao Joao Da Barra;Esp̩cie ṇo Sens�_vel;-21.633.889;-41.013.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174501;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;104;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;Reserva Biol�_gica De Comboios;Brasil;ES;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-19.675.556;-39.889.167;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174770;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;162;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Um Segmento Do Litoral A 70 Km Ao Sul De Natal;Brasil;RN;Tibau Do Sul;Esp̩cie ṇo Sens�_vel;-6.229.167;-35.048.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174771;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;04/05/2013;05/05/2013 a 30/07/2013;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;1,068;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Reserva Biol�_gica De Santa Isabel;Brasil;SE;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-10.731.942;-36.843.331;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174772;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;187;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Reserva Biol�_gica De Santa Isabel;Brasil;SE;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-10.731.942;-36.843.331;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174773;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;29;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Reserva Biol�_gica De Santa Isabel;Brasil;SE;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-10.731.942;-36.843.331;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174777;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;3,116;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;120 Km De Litoral Norte Do Rio De Janeiro;Brasil;RJ;Sao Joao Da Barra;Esp̩cie ṇo Sens�_vel;-21.633.889;-41.013.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174779;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;19;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Reserva Biol�_gica De Comboios;Brasil;ES;Sem Informa̵̤es;Esp̩cie ṇo Sens�_vel;-19.675.556;-39.889.167;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174780;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;04/05/2013;05/05/2013 a 30/07/2013;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;6,975;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;200 Km Km De Praias - Da Foz Do Rio Real At̩ Salvador;Brasil;BA;Mata De Sao Joao;Esp̩cie ṇo Sens�_vel;-12.576.667;-37.999.442;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174785;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;30/04/2011;01/05/2011 a 30/07/2011;13/08/2017;Eretmochelys imbricata imbricata;Tartaruga-de-pente;Eretmochelys imbricata;unranked;1,094;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Eretmochelys;Eretmochelys imbricata;Esp̩cie Amea̤ada;Criticamente em Perigo;Um Segmento Do Litoral A 70 Km Ao Sul De Natal;Brasil;RN;Tibau Do Sul;Esp̩cie ṇo Sens�_vel;-6.229.167;-35.048.056;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174789;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;04/05/2013;05/05/2013 a 30/07/2013;13/08/2017;Lepidochelys olivacea;Tartaruga-oliva;Lepidochelys olivacea;species;3,797;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Lepidochelys;Lepidochelys olivacea;Esp̩cie Amea̤ada;Em Perigo;200 Km Km De Praias - Da Foz Do Rio Real At̩ Salvador;Brasil;BA;Mata De Sao Joao;Esp̩cie ṇo Sens�_vel;-12.576.667;-37.999.442;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;174795;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Caretta caretta;Tartaruga-cabe̤uda;Caretta caretta;species;0;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;Caretta caretta;Esp̩cie Amea̤ada;Em Perigo;Litoral Oeste Do Estado A 242 Km De Fortaleza - 40 Km De Praias;Brasil;CE;Itarema;Esp̩cie ṇo Sens�_vel;-2.938.056;-3.980.805;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Cecilia Baptistotte;175099;N� Da Autoriza̤̣o/Licen̤a Sisbio: 14122, Projeto: Programa Brasileiro De Prote̤̣o, Manejo E Pesquisa Das Tartarugas Marinhas;09/05/2011;10/05/2011 a 30/07/2011;13/08/2017;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;0;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;106 Km De Estenṣo - Divisa Entre Parati E Caraguatatuba;Brasil;SP;Ubatuba;Esp̩cie ṇo Sens�_vel;-23.433.331;-45.083.331;Coordenada de refer̻ncia da ��rea amostrada;Sem Informa̵̤es;Solto/mantido na natureza
Sem Informa̵̤es;ICMBio;Sistema de Autoriza̤̣o e Informa̤̣o em Biodiversidade.;SISBIO-DIBIO;Silmara Rossi;16892;N� Da Autoriza̤̣o/Licen̤a Sisbio: 22751, Projeto: Avalia̤̣o Da Fun̤̣o Celular De Leuc�_citos Por Citometria De Fluxo E A Influ̻ncia De Bifenilos Policlorados No Desenvolvimento Da Fibropapilomatose Em Chelonia Mydas (Linnaeus, 1758)(Testudines, Cheloniidae;29/11/2011;30/11/2011 a 30/11/2011;09/02/2015;Chelonia mydas agassizi;Tartaruga-verde;Chelonia mydas;unranked;3;Sem Informa̵̤es;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Esp̩cie Amea̤ada;Vulner��vel;Base Do Projeto Tamar-Icmbio;Brasil;SC;Florianopolis;Esp̩cie ṇo Sens�_vel;-27.704.167;-48.484.444;Sem Informa̵̤es;Sem Informa̵̤es;Ser�� destinado posteriormente
